UUID,IP,NAME,TAGS(Category:Value)
5ce6a463-9b88-4a98-b7dc-633d231af3b5,43.205.154.25;10.0.0.30,ec2-43-205-154-25.ap-south-1.compute.amazonaws.com;ip-10-0-0-30.ap-south-1.compute.internal,
aa3cf1c1-548f-4fe6-9b7e-a01073c8d713,10.0.2.188;3.99.134.249,ec2-3-99-134-249.ca-central-1.compute.amazonaws.com;ip-10-0-2-188.ca-central-1.compute.internal,
8d0d3674-e107-4580-acfd-3cc0fa8b823d,15.222.188.234;10.0.2.245,ec2-15-222-188-234.ca-central-1.compute.amazonaws.com;ip-10-0-2-245.ca-central-1.compute.internal,
81ec10e5-1969-4784-bc07-0eb3e1a3d37a,10.0.0.200;13.54.109.189,ec2-13-54-109-189.ap-southeast-2.compute.amazonaws.com;ip-10-0-0-200.ap-southeast-2.compute.internal,
70396e98-a118-4ee7-9747-823e8e729673,3.26.3.94;10.0.0.71,ec2-3-26-3-94.ap-southeast-2.compute.amazonaws.com;ip-10-0-0-71.ap-southeast-2.compute.internal,
abb02836-871e-4dd8-b3c2-346df040fd9f,10.0.2.99,ip-10-0-2-99.ca-central-1.compute.internal,
64ef0c87-bb0b-4c98-b068-e68a0d804cd2,10.0.0.207;3.142.79.82,ec2-3-142-79-82.us-east-2.compute.amazonaws.com;ip-10-0-0-207.us-east-2.compute.internal,
cbed01de-ea6d-4a03-91bd-1e8b012286e4,10.0.2.247,ip-10-0-2-247.ca-central-1.compute.internal,
c0fdf634-c2e3-4dd9-832e-9b9c7b8b3a1b,10.0.0.8;18.138.11.119,ec2-18-138-11-119.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-8.ap-southeast-1.compute.internal,
790d5aa8-df55-40ff-9106-6042654c6f0f,10.0.0.7;52.76.96.63,ec2-52-76-96-63.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-7.ap-southeast-1.compute.internal,
64f6671e-1c33-4575-baff-46e218f7304d,13.214.176.0;10.0.0.158,ec2-13-214-176-0.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-158.ap-southeast-1.compute.internal,
1c9f5744-2d7f-456d-8ca4-c56ab8538302,3.0.98.229;10.0.0.8,ec2-3-0-98-229.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-8.ap-southeast-1.compute.internal,
b84e0194-c5c6-43a9-bc7a-e2ca6d32f45b,10.0.0.8;34.245.134.31,ec2-34-245-134-31.eu-west-1.compute.amazonaws.com;ip-10-0-0-8.eu-west-1.compute.internal,
115b9ad9-2f3a-4900-be1f-a83385255cae,172.31.10.207,ip-172-31-10-207.us-west-1.compute.internal,
3a15915c-dfcf-4e71-851b-efa75cad6360,172.31.1.30,ip-172-31-1-30.us-west-1.compute.internal,
