UUID,IP,NAME,TAGS(Category:Value)
9418b295-1660-43ee-b4b4-e4f5fe6f4b0c,10.0.0.8;35.91.97.252,ec2-35-91-97-252.us-west-2.compute.amazonaws.com;ip-10-0-0-8.us-west-2.compute.internal,OS:Linux
77f7b8af-80e2-4b11-b131-0f9c327fd4ba,172.26.48.78,webapp1.target.tenablesecurity.com,OS:Linux
c4cae0fc-de89-446c-8564-9d45761a1334,10.0.0.7,ip-10-0-0-7.ap-southeast-1.compute.internal,OS:Linux
a2776d5c-9d57-4fb4-a3fd-67babd1d01d0,13.125.209.26;10.0.2.9,ec2-13-125-209-26.ap-northeast-2.compute.amazonaws.com;ip-10-0-2-9.ap-northeast-2.compute.internal,OS:Linux
26a050a7-87ce-4eb8-a4c1-c1f0d0932db4,10.0.2.218;15.237.125.24,ec2-15-237-125-24.eu-west-3.compute.amazonaws.com;ip-10-0-2-218.eu-west-3.compute.internal,OS:Linux
2e1c69f9-9377-435b-b704-c287f49f5136,10.0.0.7;52.210.189.74,ec2-52-210-189-74.eu-west-1.compute.amazonaws.com;ip-10-0-0-7.eu-west-1.compute.internal,OS:Linux
65bf5b68-4c2f-4998-8706-049643434410,172.26.48.13,fedorawork25.target.tenablesecurity.com,OS:Linux
944af330-4e0c-45fe-9e1f-c97035e834ff,54.177.148.214;10.0.2.248,ec2-54-177-148-214.us-west-1.compute.amazonaws.com;ip-10-0-2-248.us-west-1.compute.internal,OS:Linux
afdb67bb-8517-44c4-86e1-e605e2781ab6,10.0.2.248;52.208.184.105,ec2-52-208-184-105.eu-west-1.compute.amazonaws.com;ip-10-0-2-248.eu-west-1.compute.internal,OS:Linux
d53c36e2-6c3a-4818-a163-3ba984342b80,172.31.10.132;174.129.73.67,ec2-174-129-73-67.compute-1.amazonaws.com;ip-172-31-10-132.ec2.internal,OS:Linux
be812ac6-fe51-4e2c-b700-e45c7d041ded,10.0.0.158;3.139.97.42,ec2-3-139-97-42.us-east-2.compute.amazonaws.com;ip-10-0-0-158.us-east-2.compute.internal,OS:Linux
7f42c981-e227-4aca-b31b-91f64f78a028,172.26.48.25,centos6x64.target.tenablesecurity.com,OS:Linux
76d55eba-b5ce-454b-a144-bfaac6a551e3,10.0.1.5;3.74.80.136;10.0.1.6,ip-10-0-1-5.eu-central-1.compute.internal,OS:Linux
30016dc2-00e2-416d-8255-293418ab050d,10.0.2.244;54.219.164.47,ec2-54-219-164-47.us-west-1.compute.amazonaws.com;ip-10-0-2-244.us-west-1.compute.internal,OS:Linux
35e4aa4a-7daf-4f97-8036-2ec4db9f699b,192.168.48.152,oraclelinux6_9.dc.demo.io,OS:Linux
461e5a42-b27c-4cae-8c79-4cb96399cf36,54.242.132.22;10.0.2.248,ec2-54-242-132-22.compute-1.amazonaws.com;ip-10-0-2-248.ec2.internal,OS:Linux
13f50285-1a1a-4612-8588-22c9a9be775f,172.26.48.131,debian864.target.tenablesecurity.com,OS:Linux
9414d36c-64db-40de-94e2-aedd264e04bc,10.0.0.38,ip-10-0-0-38.ap-southeast-1.compute.internal,OS:Linux
0f48a082-cc7c-4145-a0fe-8a8dfab497b0,10.0.0.71;34.241.47.252,ec2-34-241-47-252.eu-west-1.compute.amazonaws.com;ip-10-0-0-71.eu-west-1.compute.internal,OS:Linux
84fb6bca-eff6-4bfa-8a95-fb2f3349daa0,44.210.104.219;10.0.0.158,ec2-44-210-104-219.compute-1.amazonaws.com;ip-10-0-0-158.ec2.internal,OS:Linux
981d4ce6-5676-4f77-af0e-d3c7d90c9163,172.31.10.100,ip-172-31-10-100.us-west-1.compute.internal,OS:Linux
972f3064-3c23-46b2-802d-a712e8359a3b,10.0.2.244;18.203.65.110,ec2-18-203-65-110.eu-west-1.compute.amazonaws.com;ip-10-0-2-244.eu-west-1.compute.internal,OS:Linux
188d4511-15d1-46c6-88b9-059ea3edfbdb,172.31.17.55,ip-172-31-17-55.us-west-1.compute.internal,OS:Linux
dd085c78-5d89-4464-9fa5-2ff360511bd5,10.0.2.244;3.8.234.142,ec2-3-8-234-142.eu-west-2.compute.amazonaws.com;ip-10-0-2-244.eu-west-2.compute.internal,OS:Linux
ad692a7f-fe64-462e-be1f-ae943236f36c,10.0.0.234;54.153.97.78,ec2-54-153-97-78.us-west-1.compute.amazonaws.com;ip-10-0-0-234.us-west-1.compute.internal,OS:Linux
a6b70f2d-28b4-45c3-a4d1-5d383735ef55,172.26.48.79,webapp1-2.target.tenablesecurity.com,OS:Linux
dea54cb2-d877-47c1-be4b-fae2b758f028,192.168.11.158,ip-192-168-11-158.ec2.internal,OS:Linux
fcea2feb-cab0-4d59-ae6c-0c92c12924a5,10.0.2.6;15.188.76.89,ec2-15-188-76-89.eu-west-3.compute.amazonaws.com;ip-10-0-2-6.eu-west-3.compute.internal,OS:Linux
60ea7580-5d41-4314-bf14-b6c9a799bf67,10.0.0.158;3.25.104.122,ec2-3-25-104-122.ap-southeast-2.compute.amazonaws.com;ip-10-0-0-158.ap-southeast-2.compute.internal,OS:Linux
ca1055ea-27c0-40d6-b147-b1e6a2710a34,172.26.48.77,pvssupport.target.tenablesecurity.com,OS:Linux
79ca7ed6-eb3a-4fa1-8097-d9351c557dd0,13.57.69.23;10.0.0.48,ec2-13-57-69-23.us-west-1.compute.amazonaws.com;ip-10-0-0-48.us-west-1.compute.internal,OS:Linux
08c66c81-1643-40cf-9bb0-7e9da61c349c,192.168.97.50,jayson-dev2.dc.demo.io,OS:Linux
677cbd63-0a63-448b-98b3-34042a252c6d,54.183.167.230;10.0.0.116,ip-10-0-0-116.us-west-1.compute.internal,OS:Linux
84ebf804-9102-4703-9c84-d88b663b6699,10.0.2.5;54.193.157.91,ec2-54-193-157-91.us-west-1.compute.amazonaws.com;ip-10-0-2-5.us-west-1.compute.internal,OS:Linux
3c1dff6f-1f23-4ce5-ba9c-004ff996000b,192.168.48.27,mint20.dc.demo.io,OS:Linux
01deaf77-d361-4196-999a-cf99c87e8fa9,192.168.0.39,idrac8.dc.demo.io,OS:Linux
a190a52d-b8f6-4b16-9f0c-833016f44d80,10.0.0.7;13.40.173.43,ec2-13-40-173-43.eu-west-2.compute.amazonaws.com;ip-10-0-0-7.eu-west-2.compute.internal,OS:Linux
21098db3-052c-4ed4-b775-cc1a82007662,192.168.48.40,openmandriva4.dc.demo.io,OS:Linux
0ca7ef25-3ec7-4cf2-a8d6-c05619123d54,172.31.1.30,ip-172-31-1-30.us-west-1.compute.internal,OS:Linux
53928dae-7328-42cd-a75f-fdea21c2f5a9,54.156.123.23;172.31.88.49,ec2-54-156-123-23.compute-1.amazonaws.com;ip-172-31-88-49.ec2.internal,OS:Linux
7f935fe1-6567-400a-9458-c9a809a9c30e,10.0.1.8;10.0.1.7;52.58.15.105,ip-10-0-1-7.eu-central-1.compute.internal,OS:Linux
250359a1-3237-4ab0-968e-9d9b6fb3069f,192.168.97.59,ubuntu2004sw.dc.demo.io,OS:Linux
e305fcd0-56f3-46c8-b81b-21b39f5d83d1,10.0.0.7;18.142.121.201,ec2-18-142-121-201.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-7.ap-southeast-1.compute.internal,OS:Linux
4bbf8f70-97ee-4ef8-8c22-470b11ee38c1,10.0.2.5;3.70.175.143,ec2-3-70-175-143.eu-central-1.compute.amazonaws.com;ip-10-0-2-5.eu-central-1.compute.internal,OS:Linux
25b1c833-245d-4914-a6ad-a0c3da6350fc,10.0.2.248;13.40.23.109,ec2-13-40-23-109.eu-west-2.compute.amazonaws.com;ip-10-0-2-248.eu-west-2.compute.internal,OS:Linux
12afe3cd-addd-4fe0-a400-7f6bb88567e8,10.0.2.244,ip-10-0-2-244.eu-west-3.compute.internal,OS:Linux
3eca6ce7-1c1d-4601-8f02-4210a5a0d64b,172.31.61.23;34.229.254.125,ec2-34-229-254-125.compute-1.amazonaws.com;ip-172-31-61-23.ec2.internal,OS:Linux
b8f35c96-dd11-499a-9608-f46ec5a12437,10.0.2.6;35.180.209.237,ec2-35-180-209-237.eu-west-3.compute.amazonaws.com;ip-10-0-2-6.eu-west-3.compute.internal,OS:Linux
dfdbe1ad-b784-46d3-b0c6-661bdfe3dfe9,192.168.0.35,ciscoids4210.dc.demo.io,OS:Linux
142efdb2-78cd-4ff0-9c58-4fbe39986a2f,172.26.48.125,opensuse13.target.tenablesecurity.com,OS:Linux
ac5bb3bb-d1db-4e75-8050-c3f8d0797714,10.0.1.7;35.156.114.81;10.0.1.8,ip-10-0-1-7.eu-central-1.compute.internal,OS:Linux
950ba478-0780-42b1-833a-960a9dfcb0c4,10.0.2.8;15.188.207.112,ec2-15-188-207-112.eu-west-3.compute.amazonaws.com;ip-10-0-2-8.eu-west-3.compute.internal,OS:Linux
89fa43d2-c2bd-48af-860f-37fcbf7148bf,10.0.0.158;65.1.85.220,ec2-65-1-85-220.ap-south-1.compute.amazonaws.com;ip-10-0-0-158.ap-south-1.compute.internal,OS:Linux
a13e2833-44d0-4535-8bfd-ece2df8a0ced,10.168.9.11,ip-10-168-9-11.data.tenable.com,OS:Linux
22381b6e-0a70-4b83-8531-26b55ceebb43,10.0.2.7;15.237.25.124,ec2-15-237-25-124.eu-west-3.compute.amazonaws.com;ip-10-0-2-7.eu-west-3.compute.internal,OS:Linux
78135e2e-a5df-439e-b526-8c9cba40b52c,192.168.97.102,abhishek-test2.dc.demo.io,OS:Linux
89db73b0-bdd1-4ca8-ad14-0a76353acf51,10.0.2.245;3.97.6.226,ec2-3-97-6-226.ca-central-1.compute.amazonaws.com;ip-10-0-2-245.ca-central-1.compute.internal,OS:Linux
d48d77ee-9a58-4fee-94d1-db425681c01b,34.242.216.29;10.0.0.31,ec2-34-242-216-29.eu-west-1.compute.amazonaws.com;ip-10-0-0-31.eu-west-1.compute.internal,OS:Linux
328b763d-53c7-4192-8a46-b62c52004dc5,172.26.48.11,mint18.target.tenablesecurity.com,OS:Linux
87a8cf25-6db7-464c-b257-d1d5d64f5278,18.119.141.43;10.0.0.200,ec2-18-119-141-43.us-east-2.compute.amazonaws.com;ip-10-0-0-200.us-east-2.compute.internal,OS:Linux
dbdf378d-5e92-4d11-9155-d1c4358ec06c,10.0.0.7;13.213.7.126,ec2-13-213-7-126.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-7.ap-southeast-1.compute.internal,OS:Linux
266efe9d-b015-44f3-b908-bf12fec73018,10.0.0.7;3.238.198.197,ec2-3-238-198-197.compute-1.amazonaws.com;ip-10-0-0-7.ec2.internal,OS:Linux
d0471351-e0ab-4404-9d87-3c4f7742dd23,10.0.0.224,ip-10-0-0-224.ap-southeast-1.compute.internal,OS:Linux
e4c90c58-d465-477b-a44d-20b84000997a,10.0.0.200;43.200.179.136,ec2-43-200-179-136.ap-northeast-2.compute.amazonaws.com;ip-10-0-0-200.ap-northeast-2.compute.internal,OS:Linux
c2886b35-4397-455d-beef-d12c8f508765,10.0.2.246,ip-10-0-2-246.eu-west-1.compute.internal,OS:Linux
87626f6b-beb3-4b47-90a7-aa5cb8d2478d,192.168.48.43,citrixhypervisor.dc.demo.io,OS:Linux
d8fa6a62-107f-454e-a077-9121002a51cc,192.168.48.127,jboss.dc.demo.io,OS:Linux
71540ca0-fd0e-410f-892b-e47531b9696d,10.0.2.245;54.176.175.18,ec2-54-176-175-18.us-west-1.compute.amazonaws.com;ip-10-0-2-245.us-west-1.compute.internal,OS:Linux
6a4caa03-9e10-40df-b8bc-a9f125a864de,192.168.97.48,tenable-scinstance.dc.demo.io,OS:Linux
6ac701ce-80ba-4454-9968-589e98903c9c,54.90.93.65;10.0.2.248,ec2-54-90-93-65.compute-1.amazonaws.com;ip-10-0-2-248.ec2.internal,OS:Linux
fb4dcb00-6f05-4733-aba1-6005b9ce67a1,10.0.2.245,ip-10-0-2-245.eu-central-1.compute.internal,OS:Linux
1f54512f-ac85-4077-9023-7617c52f1790,10.0.0.200,ip-10-0-0-200.eu-west-1.compute.internal,OS:Linux
